x y
0.11722486 -0.09713570
0.12372437 -0.10013158
0.13039860 -0.10340990
0.13722071 -0.10668236
0.14418776 -0.10994417
0.15130451 -0.11328290
0.15855709 -0.11656558
0.16592429 -0.11957327
0.17340084 -0.12227633
0.18099594 -0.12481730
0.18871534 -0.12729862
0.19655668 -0.12972690
0.20451982 -0.13213607
0.21260613 -0.13457801
0.22080963 -0.13701844
0.22911777 -0.13934562
0.23752634 -0.14154707
0.24603862 -0.14369985
0.25465648 -0.14586466
0.26338314 -0.14811867
0.27220316 -0.15031829
0.28106553 -0.15189891
0.28999182 -0.15315654
0.29901397 -0.15451073
0.30814165 -0.15611717
0.31733741 -0.15757364
0.32656138 -0.15844954
0.33584037 -0.15910492
0.34517801 -0.15962561
0.35456896 -0.15999119
0.36400915 -0.16019669
0.37349676 -0.16026438
0.38300636 -0.15993649
0.39252635 -0.15911967
0.40210748 -0.15845996
0.41174198 -0.15790986
0.42134609 -0.15652114
0.43099741 -0.15525890
0.44068685 -0.15406021
0.45036683 -0.15240662
0.46005476 -0.15054986
0.46971516 -0.14811491
0.47940822 -0.14586092
0.48910672 -0.14351102
0.49879496 -0.14092476
0.50846031 -0.13799838
0.51813527 -0.13516297
0.52776700 -0.13183809
0.53738106 -0.12837261
0.54702785 -0.12540965
0.55663853 -0.12217909
0.56622563 -0.11887521
0.57575777 -0.11517175
0.58527182 -0.11155124
0.59472775 -0.10758453
0.60417263 -0.10387502
0.61357979 -0.10015173
0.62290661 -0.09595433
0.63223819 -0.09233642
0.64157494 -0.08934749
0.65080056 -0.08565331
0.65993789 -0.08156861
0.66901171 -0.07743123
0.67806105 -0.07374735
0.68708166 -0.07050991
0.69597030 -0.06653801
0.70474759 -0.06211896
0.71346959 -0.05795945
0.72215688 -0.05434555
0.73075577 -0.05068231
0.73923239 -0.04660956
0.74763201 -0.04270461
0.75596961 -0.03918569
0.76423261 -0.03594341
0.77233477 -0.03199504
0.78030444 -0.02771564
0.78817112 -0.02349350
0.79595925 -0.01965641
0.80365853 -0.01611977
