eval,score,cl,cd
64,0.06094701486568255,-1.16402,0.015614
65,0.09159086523571736,-1.19932,0.015386
66,0.055137607633937824,-1.15316,0.015596
67,0.10594364746513962,-1.21829,0.015315
68,0.09451661152302282,-1.23256,0.015803
69,0.08780754204878793,-1.17024,0.015051
70,0.03710243125194446,-1.11297,0.015445
71,0.055232489861959055,-1.04494,0.014004
72,0.06568460314411684,-1.07269,0.014157
73,0.08047883266044498,-1.14944,0.014924
74,0.0704932032672646,-1.21566,0.01614
75,0.09284736617601941,-1.20154,0.015388
76,0.05434922882527293,-1.05852,0.014225
77,0.10187304238408146,-1.19806,0.015117
78,0.09441202708061502,-1.23368,0.015822
79,0.050261821915258964,-1.13459,0.015442
80,0.0781932627347639,-1.17111,0.015298
81,0.08287699662997627,-1.14695,0.014829
82,0.10911512448778216,-1.23628,0.015502
83,0.10058137094395148,-1.17107,0.014752
84,0.10070132860428449,-1.21865,0.015448
85,0.08648159610568873,-1.15109,0.014802
86,0.08458236592413959,-1.16918,0.015114
87,0.11133281313264953,-1.22573,0.015293
88,0.10617368510006786,-1.21554,0.015269
89,0.10205147105303991,-1.21272,0.015328
90,0.09354147301144333,-1.20167,0.015373
91,0.09538044019064984,-1.15128,0.014588
92,0.08944824756682546,-1.19883,0.015431
93,0.08046121402526829,-1.1505,0.01494
94,0.09881476190991934,-1.18407,0.014986
95,0.11013691526730918,-1.23566,0.015468
96,0.10910538501305755,-1.2364,0.015504
97,0.09531910262003773,-1.17058,0.014873
98,0.06981717004058197,-1.06198,0.013899
99,0.1056437812744645,-1.21718,0.015306
100,0.11542425590360261,-1.20263,0.014854
101,0.10624095300616909,-1.21783,0.015301
102,0.09270520276529348,-1.2011,0.015385
103,0.0933422734231153,-1.20345,0.015404
104,0.09148855727077865,-1.1935,0.015303
105,0.09762016533455176,-1.21708,0.0155
106,0.07759620280394486,-1.11314,0.014461
107,0.10278000457258873,-1.22979,0.015561
108,0.12041587491098515,-1.23916,0.015269
109,0.09071891049580005,-1.16581,0.014915
110,0.09554254219435188,-1.1508,0.014577
111,0.10998176226692313,-1.23479,0.015459
112,0.1085474351622927,-1.20273,0.015023
113,0.10912277382647073,-1.23568,0.015493
114,0.10859553003128586,-1.21731,0.015236
115,0.10146464130068988,-1.19677,0.015108
116,0.10237165938963999,-1.19984,0.015131
117,0.11736223435242188,-1.22545,0.015142
118,0.10617555628442321,-1.21813,0.015307
119,0.10891893432254407,-1.23718,0.01552
120,0.08423942833301945,-1.1407,0.014704
121,0.101420551232418,-1.19234,0.015044
122,0.011864259575981362,-1.35717,0.019647
123,0.11179808579237493,-1.23576,0.015429
124,0.11920173571570314,-1.22428,0.01508
125,0.10613742139186555,-1.16381,0.01451
126,0.10790734266126856,-1.237,0.015542
127,0.1166843128711813,-1.21745,0.015041
128,0.12102602536226736,-1.23847,0.015244
129,0.10330706357637054,-1.21807,0.015376
130,0.10578965444365318,-1.21749,0.015307
131,0.12022846145308774,-1.23422,0.015201
132,0.12327740774563933,-1.2388,0.015194
133,0.09724854660339233,-1.16316,0.014717
134,0.1033751079084223,-1.2335,0.015601
135,0.10951772722670516,-1.19971,0.014955
136,0.10446394919239954,-1.19977,0.015079
137,0.10699496258118169,-1.22936,0.015452
138,0.12090288125746385,-1.23847,0.015247
139,0.12063317451818156,-1.23918,0.015264
140,0.11933090953676873,-1.22429,0.015077
141,0.12026789141562566,-1.19732,0.014658
142,0.10510262705253548,-1.23725,0.015614
143,0.12444825658879521,-1.22842,0.015013
144,0.10801258395871915,-1.22955,0.01543
145,0.13251867542778117,-1.2593,0.01527
146,0.11690532223684047,-1.21734,0.015034
147,0.12063685166639682,-1.23374,0.015184
148,0.12194996175102135,-1.23973,0.01524
149,0.11110272114730846,-1.21963,0.015209
150,0.1205520086054489,-1.23959,0.015272
151,0.1213551099771163,-1.23922,0.015247
152,0.11033191439343004,-1.19187,0.01482
153,0.12139267807535148,-1.23901,0.015243
154,0.12799770194134308,-1.23914,0.015084
155,0.12301417949606352,-1.23707,0.015175
156,0.11491386363769618,-1.20934,0.014965
157,0.11740632442069376,-1.22988,0.015206
158,0.11684757485378294,-1.21704,0.015031
159,0.12743218816252,-1.25774,0.015371
160,0.11974052494947274,-1.2345,0.015217
161,0.12956029600009789,-1.23683,0.015012
162,0.11028615035231892,-1.1792,0.014635
163,0.12333654492935997,-1.23883,0.015193
164,0.12923024861786503,-1.23036,0.014925
165,0.11921495512712688,-1.22437,0.015081
166,0.12080872575507096,-1.23845,0.015249
167,0.12082171534473118,-1.23888,0.015255
168,0.12083377477725532,-1.2389,0.015255
169,0.13020123014756801,-1.22632,0.014842
170,0.12094139038291818,-1.24044,0.015275
171,0.1275910509213688,-1.25848,0.015378
172,0.12937102222792785,-1.23107,0.014932
173,0.12192700286487301,-1.23976,0.015241
174,0.12984059473063314,-1.26153,0.015368
175,0.11977661473635448,-1.25791,0.01556
176,0.09458949298218933,-1.24262,0.015949
177,0.13383984014420847,-1.25516,0.015177
178,0.1290563170034026,-1.23048,0.014931
179,0.1165466698051465,-1.19782,0.014756
180,0.12268232614997077,-1.23863,0.015206
181,0.12876243704865942,-1.2223,0.014818
182,0.12139012829578877,-1.23921,0.015246
183,0.12955541539265303,-1.23512,0.014987
184,0.12237388046347109,-1.23771,0.0152
185,0.12442508962104848,-1.23233,0.015071
186,0.1279703329613593,-1.23855,0.015076
187,0.12767221683410146,-1.25807,0.01537
