x y
0.15769475 -0.10634338
0.16496397 -0.10818960
0.17235636 -0.10989498
0.17988169 -0.11160890
0.18755123 -0.11349916
0.19533230 -0.11521306
0.20317260 -0.11616604
0.21112607 -0.11703325
0.21921147 -0.11807371
0.22743656 -0.11941637
0.23570014 -0.11989922
0.24405280 -0.12015985
0.25250476 -0.12035801
0.26104900 -0.12044958
0.26968135 -0.12042460
0.27840012 -0.12030292
0.28719665 -0.12002242
0.29603730 -0.11922505
0.30494463 -0.11821944
0.31395699 -0.11750196
0.32304883 -0.11681145
0.33216305 -0.11551373
0.34135032 -0.11425177
0.35063609 -0.11337055
0.35993655 -0.11191983
0.36930825 -0.11061343
0.37869574 -0.10883805
0.38811696 -0.10685047
0.39759827 -0.10500746
0.40711317 -0.10303959
0.41669377 -0.10137225
0.42625296 -0.09901772
0.43585289 -0.09675807
0.44548263 -0.09450893
0.45513510 -0.09223180
0.46477052 -0.08950076
0.47440615 -0.08656599
0.48413980 -0.08463272
0.49383607 -0.08214166
0.50352949 -0.07954802
0.51322721 -0.07698243
0.52289410 -0.07407430
0.53256106 -0.07123586
0.54221352 -0.06834014
0.55183732 -0.06526520
0.56147446 -0.06255456
0.57106401 -0.05953149
0.58060519 -0.05623254
0.59016829 -0.05353637
0.59973766 -0.05130256
0.60923168 -0.04860884
0.61863492 -0.04531732
0.62800339 -0.04213669
0.63733412 -0.03907640
0.64666107 -0.03658338
0.65592579 -0.03400887
0.66506906 -0.03069482
0.67413607 -0.02722034
0.68316967 -0.02413681
0.69216861 -0.02147252
0.70108721 -0.01872848
0.70989925 -0.01563628
0.71863864 -0.01264002
0.72732578 -0.01002286
0.73594943 -0.00769307
0.74445324 -0.00502324
0.75280851 -0.00171373
0.76106689 0.00158336
0.76924260 0.00465988
0.77734613 0.00735239
0.78535545 0.00988361
0.79325058 0.01245237
0.80103995 0.01492099
0.80872620 0.01722144
0.81629086 0.01953591
0.82371843 0.02201251
0.83101254 0.02457257
0.83818550 0.02703571
0.84523471 0.02939839
0.85214696 0.03178368
0.85891188 0.03428172
0.86552977 0.03685654
0.87202518 0.03918556
0.87841128 0.04108172
0.88466494 0.04278875
0.89075106 0.04469326
0.89666466 0.04682540
0.90241748 0.04901773
0.90801973 0.05112179
0.91348992 0.05289140
0.91882634 0.05432092
0.92400075 0.05571960
0.92899228 0.05731052
0.93379466 0.05914435
0.93841646 0.06109638
0.94288012 0.06287855
0.94718917 0.06442776
0.95133374 0.06584032
0.95530770 0.06716913
0.95910674 0.06844662
0.96272803 0.06968800
0.96617042 0.07088975
