x y
0.25015075 0.00918399
0.24154772 0.00991914
0.23301676 0.01098856
0.22459550 0.01199974
0.21630396 0.01276073
0.20810445 0.01373935
0.20005306 0.01433025
0.19212853 0.01481243
0.18429219 0.01566336
0.17656930 0.01662866
0.16898664 0.01743626
0.16151934 0.01840419
0.15415158 0.01974617
0.14693001 0.02096128
0.13988649 0.02171665
0.13300831 0.02218886
0.12628665 0.02250932
0.11966320 0.02337492
0.11318692 0.02425488
0.10685588 0.02519985
0.10067821 0.02614465
0.09470558 0.02652563
0.08884414 0.02744275
0.08312234 0.02859623
0.07758372 0.02951334
0.07224584 0.03001762
0.06708256 0.03043155
0.06209016 0.03082073
0.05731396 0.03068885
0.05271373 0.03051753
0.04828140 0.03041950
0.04402200 0.03035722
0.03991482 0.03058652
0.03600469 0.03061285
0.03231035 0.03023949
0.02879997 0.02984691
0.02546656 0.02953111
0.02235358 0.02880994
0.01944823 0.02784393
0.01675083 0.02664276
0.01427490 0.02506446
0.01196604 0.02374272
0.00983043 0.02261783
0.00792823 0.02101156
0.00624959 0.01904579
0.00470022 0.01780707
0.00336752 0.01630341
0.00226196 0.01442130
0.00135882 0.01244943
0.00068194 0.01011974
0.00024653 0.00726229
0.00000031 0.00447803
0.00000654 0.00104571
0.00000000 0.00000000
0.00018184 -0.00095925
0.00072460 -0.00380606
0.00144441 -0.00643843
0.00237485 -0.00924291
0.00349558 -0.01198985
0.00479855 -0.01459098
0.00628881 -0.01710888
0.00797228 -0.01961713
0.00985326 -0.02217125
0.01191179 -0.02455049
0.01416832 -0.02699681
0.01667171 -0.03007834
0.01935256 -0.03301131
0.02219924 -0.03567339
0.02524517 -0.03845860
0.02851240 -0.04163159
0.03196642 -0.04481105
0.03559411 -0.04786103
0.03940105 -0.05086046
0.04338397 -0.05378766
0.04753239 -0.05653952
0.05185912 -0.05927988
0.05637971 -0.06220499
0.06106710 -0.06502427
0.06590493 -0.06757032
0.07092139 -0.07018648
0.07613338 -0.07308717
0.08151866 -0.07604034
0.08707925 -0.07909179
0.09280215 -0.08211663
0.09865228 -0.08473793
0.10466305 -0.08736294
0.11082583 -0.08991879
0.11711064 -0.09208900
0.12352790 -0.09402016
0.13011785 -0.09620013
0.13689594 -0.09883448
0.14376909 -0.10088769
0.15078390 -0.10292257
0.15794063 -0.10497283
0.16523956 -0.10707266
0.17270945 -0.10958283
0.18028141 -0.11174772
0.18794096 -0.11343472
0.19568009 -0.11458589
0.20354954 -0.11581545
0.21156289 -0.11731349
0.21966842 -0.11852370
0.22788383 -0.11968411
0.23623878 -0.12117035
0.24464643 -0.12202578
0.25314636 -0.12274037
0.26171728 -0.12310833
0.27035176 -0.12308266
0.27909616 -0.12323229
0.28796491 -0.12376120
0.29688206 -0.12384011
0.30586175 -0.12367056
0.31488075 -0.12302697
0.32394988 -0.12207373
