x y
0.68327213 -0.02535143
0.69224579 -0.02238743
0.70114035 -0.01935839
0.70998535 -0.01665700
0.71877846 -0.01429748
0.72748395 -0.01189786
0.73604607 -0.00883860
0.74449051 -0.00546508
0.75285596 -0.00227624
0.76114856 0.00061523
0.76936530 0.00320539
0.77747967 0.00576947
0.78548460 0.00835271
0.79339077 0.01079057
0.80119217 0.01311658
0.80886995 0.01551737
0.81641368 0.01807999
0.82383073 0.02068120
0.83113059 0.02317327
0.83830725 0.02559241
0.84534839 0.02805084
0.85224463 0.03062592
0.85899810 0.03325960
0.86563213 0.03564318
0.87215725 0.03761997
0.87855126 0.03942236
0.88478148 0.04140725
0.89084234 0.04361121
0.89674389 0.04588627
0.90249403 0.04811035
0.90811210 0.05002689
0.91359956 0.05159180
0.91893152 0.05307404
0.92408630 0.05470543
0.92905477 0.05656980
0.93384134 0.05859092
0.93846513 0.06051946
0.94293577 0.06221894
0.94724587 0.06375559
0.95138801 0.06519695
0.95535779 0.06657545
0.95915177 0.06791282
0.96276824 0.06921131
0.96620633 0.07046406
