eval,score,cl,cd
139,0.03628046664327045,-1.24092,0.017519
140,0.02531351249173458,-1.17891,0.016962
141,0.0338602375189343,-1.23615,0.017531
142,0.03396818949299535,-1.22358,0.017337
143,0.04175717630212927,-1.23884,0.017297
144,0.037425646251023625,-1.24157,0.017489
145,0.036768235080886,-1.2392,0.017476
146,0.03861750072925563,-1.23572,0.017359
147,0.03602041001989709,-1.23464,0.017433
148,0.03637419007439169,-1.23803,0.017472
149,0.0371041541212106,-1.24169,0.017502
150,0.03586361016931283,-1.23646,0.017466
151,0.0372079876209801,-1.2377,0.017438
152,0.026902996600489004,-1.29198,0.018618
153,0.03636686357823782,-1.24059,0.017511
154,0.03749791616145959,-1.23982,0.01746
155,0.0314262597294751,-1.20558,0.017153
156,0.03754503240104101,-1.23603,0.017401
157,0.036808449273681654,-1.24253,0.017525
158,0.036510803627149424,-1.23471,0.017417
159,0.03773112277250701,-1.27663,0.018009
160,0.038384221770025095,-1.2408,0.017444
161,0.030168471455102375,-1.19998,0.017112
162,0.03798193368970215,-1.24047,0.017453
163,0.037731919456038265,-1.24049,0.017462
164,0.019006855956826052,-1.30396,0.019074
165,0.038231014425956666,-1.24058,0.017446
166,0.03995041629074236,-1.24995,0.017528
167,0.03351176323216137,-1.1963,0.01694
168,0.037452276306798704,-1.23509,0.01739
169,0.036742130992887256,-1.23914,0.017476
170,0.037419886863708895,-1.24268,0.017506
171,0.03768686245360253,-1.23999,0.017456
172,0.03801536427385488,-1.23797,0.017414
173,0.04721227403744532,-1.23823,0.017098
174,0.028168622176299618,-1.15422,0.016489
175,0.02403961642911273,-1.15061,0.016578
176,0.038124731079142715,-1.2406,0.01745
177,0.03646888084239197,-1.23131,0.017367
178,0.03709481914711488,-1.24299,0.017522
179,0.03745009250626463,-1.23601,0.017404
180,0.036913340834248465,-1.24178,0.01751
181,0.03690484863364374,-1.23588,0.017421
182,0.043558527571385564,-1.22448,0.017017
183,0.039432928213632534,-1.23918,0.017383
184,0.038336980967055845,-1.24122,0.017452
185,0.040242528631755925,-1.25115,0.017536
186,0.020525949701695634,-1.26424,0.01842
187,0.03763125401341627,-1.23788,0.017426
188,0.03761076782960987,-1.23519,0.017386
189,0.038270170557954675,-1.24067,0.017446
190,0.04233864658188735,-1.27057,0.017757
191,0.042392092810518756,-1.23726,0.017251
192,0.03848032736925244,-1.24928,0.017569
193,0.030906389484259444,-1.18344,0.016836
194,0.03813965011796128,-1.24037,0.017446
195,0.039731568911267945,-1.22315,0.01713
196,0.0383006253272864,-1.24074,0.017446
197,0.04810868971465898,-1.23811,0.017065
198,0.033575084109155884,-1.2386,0.017578
199,0.037591147464274055,-1.23977,0.017456
200,0.025600126822699742,-1.2206,0.017583
201,0.04775178156773141,-1.25394,0.017317
202,0.03801381408475035,-1.23757,0.017408
203,0.0434584849457037,-1.23872,0.017236
204,0.04857903850720752,-1.2382,0.01705
205,0.04281315848268652,-1.24021,0.017281
206,0.04604421528329011,-1.24169,0.017191
207,0.032556463413960735,-1.19569,0.016964
208,0.016881650522629132,-1.21992,0.017876
209,0.04270608312158575,-1.24188,0.01731
210,0.03887678838332187,-1.25812,0.017689
