1	0.084359122
0.998242531	0.091382871
0.989455184	0.087837021
0.973637961	0.082508979
0.957820738	0.077180937
0.942003515	0.073610376
0.926186291	0.070039816
0.908611599	0.064705596
0.889279437	0.061122681
0.873462214	0.057552121
0.85940246	0.055745219
0.843585237	0.053932141
0.827768014	0.052119062
0.808435852	0.050293629
0.787346221	0.048462018
0.769771529	0.046642761
0.746924429	0.046562455
0.725834798	0.046488325
0.706502636	0.046420374
0.688927944	0.046358599
0.676625659	0.046315357
0.664323374	0.046272115
0.65026362	0.047980177
0.634446397	0.04792458
0.622144112	0.047881338
0.606326889	0.049583223
0.586994727	0.051272753
0.571177504	0.051217156
0.553602812	0.052912863
0.537785589	0.054614748
0.520210896	0.056310455
0.502636204	0.058006163
0.481546573	0.059689515
0.462214411	0.061379045
0.442882249	0.063068575
0.428822495	0.064776637
0.407732864	0.066459989
0.390158172	0.068155697
0.37082601	0.069845226
0.351493849	0.071534756
0.332161687	0.073224286
0.314586994	0.073162512
0.297012302	0.073100737
0.284710017	0.073057495
0.267135325	0.072995721
0.247803163	0.074685251
0.235500878	0.074642009
0.219683655	0.074586412
0.202108963	0.074524637
0.191564147	0.074487573
0.175746924	0.074431976
0.163444639	0.072631252
0.152899824	0.072594187
0.140597539	0.070793464
0.126537785	0.068986562
0.11599297	0.067192016
0.105448154	0.06539747
0.087873462	0.061820732
0.077328647	0.058268704
0.066783831	0.052959194
0.057996485	0.049413343
0.047451669	0.045861315
0.038664323	0.040557983
0.031634446	0.035260828
0.024604569	0.028206191
0.015817223	0.021145377
0.010544815	0.0158544
0.005272407	0.012320904
0.001757469	0.005278623
0	0
0	-0.005272445
0	-0.008787409
0	-0.012302372
0	-0.017574817
0	-0.022847262
0.001757469	-0.02811353
0.005272407	-0.03337362
0.008787346	-0.03863371
0.012302284	-0.043893801
0.015817223	-0.047396409
0.019332161	-0.050899018
0.0228471	-0.054401626
0.026362038	-0.057904235
0.031634446	-0.061400666
0.035149385	-0.064903274
0.040421792	-0.068399705
0.0456942	-0.071896137
0.054481546	-0.075380213
0.063268893	-0.078864289
0.07029877	-0.080597061
0.079086116	-0.084081137
0.086115993	-0.085813909
0.096660808	-0.089291808
0.108963093	-0.091006048
0.123022847	-0.09271411
0.133567662	-0.094434527
0.147627416	-0.096142589
0.158172232	-0.097863006
0.168717047	-0.099583423
0.179261863	-0.099546358
0.189806678	-0.099509294
0.200351494	-0.101229711
0.210896309	-0.101192646
0.219683655	-0.101161759
0.23198594	-0.101118517
0.244288225	-0.101075275
0.256590509	-0.101032033
0.267135325	-0.100994968
0.27768014	-0.100957903
0.288224956	-0.100920839
0.304042179	-0.100865242
0.318101933	-0.099058341
0.330404218	-0.099015099
0.342706502	-0.097214375
0.355008787	-0.097171133
0.363796133	-0.095382764
0.374340949	-0.095345699
0.383128295	-0.09355733
0.39543058	-0.093514088
0.407732864	-0.091713364
0.421792618	-0.089906463
0.434094903	-0.088105739
0.448154657	-0.086298838
0.460456942	-0.082740633
0.471001757	-0.082703568
0.481546573	-0.080909022
0.492091388	-0.079114475
0.504393673	-0.077313752
0.518453427	-0.073749369
0.530755712	-0.071948645
0.543057996	-0.068390439
0.55711775	-0.066583538
0.571177504	-0.063019155
0.586994727	-0.059448595
0.601054481	-0.057641694
0.613356766	-0.054083488
0.623901581	-0.052288942
0.634446397	-0.048736914
0.646748682	-0.04693619
0.659050966	-0.043377984
0.671353251	-0.039819779
0.681898067	-0.036267751
0.69771529	-0.03269719
0.713532513	-0.027369148
0.727592267	-0.023804765
0.739894552	-0.022004042
0.753954306	-0.016682177
0.76801406	-0.011360312
0.783831283	-0.00603227
0.799648506	-0.000704228
0.818980668	0.004636169
0.838312829	0.011734047
0.857644991	0.018831926
0.873462214	0.02591745
0.889279437	0.031245492
0.901581722	0.036561179
0.915641476	0.043640526
0.933216168	0.050732227
0.945518453	0.057805396
0.961335676	0.064890919
0.9771529	0.073733925
0.991212654	0.080813271
