iter,cl,cd,score,max_camber,max_camber_loc,max_thickness,max_thickness_loc,converged
65,,,-1,0.05940174344742348,0.6035582163803396,0.15290664274615068,0.3517111851457599,False
66,,,-1,0.02603045534986823,0.6489829280055406,0.1418611288415269,0.2987026331535621,False
67,,,-1,0.05293758407817019,0.5153532144717609,0.16609882997364356,0.3268849756970109,False
68,,,-1,0.06369459638979386,0.6625637901506006,0.16724386066005098,0.3773045710562519,False
69,-2.97727,0.026659,1.0781077430592019,0.057576932313646634,0.5085290792573459,0.15942678607667193,0.33467715051295943,True
70,-3.06476,0.027076,1.1097889968387549,0.06597178482745404,0.6602999989396114,0.1720730428534388,0.32423269266595944,True
71,,,-1,0.060833487786654664,0.5083734023142229,0.16134991109952873,0.33253190419388756,False
72,,,-1,0.024338465349886686,0.6559267911379301,0.17848560666375926,0.3688525859966585,False
73,-2.99944,0.026769,1.0861357850787776,0.061303372029631015,0.5116483132580356,0.15623157458111542,0.33040738547840065,True
74,,,-1,0.063176807776604,0.6965847082474178,0.13163750573723282,0.38901398268436904,False
75,,,-1,0.06249992839248633,0.6966172012426789,0.13191347315823132,0.39014262326366417,False
76,,,-1,0.0736254176357262,0.5536133383264235,0.17760890227631987,0.38502966819880624,False
77,,,-1,0.06559843161608966,0.5820027122837954,0.16041054323000578,0.37554458939942736,False
78,,,-1,0.05594896885424909,0.6762581337754192,0.17012418880937452,0.3591902910912502,False
79,-2.99817,0.0268,1.08567590175154,0.06129658758860107,0.5101103146477025,0.15641081268773116,0.3308319240007549,True
80,,,-1,0.06576662371211246,0.6614586850741123,0.1720136692478014,0.32356799963400523,False
81,,,-1,0.0643704607124774,0.6652420698602691,0.14294524109028717,0.34324244829025674,False
82,,,-1,0.07846343878354778,0.6984179412035291,0.15918611879770128,0.353315399810401,False
83,,,-1,0.07377314612919694,0.6783235033858614,0.14874550006767945,0.3149781579471812,False
84,,,-1,0.05404738492837402,0.6055676584533884,0.15800254575708628,0.31787982988633773,False
85,-3.08814,0.027272,1.1182551954142028,0.07485245794840562,0.6973607841314129,0.17213102426455307,0.34944823028755867,True
86,,,-1,0.025246919022638502,0.6633514551467363,0.14220880843398398,0.2915423281354856,False
87,,,-1,0.07194034685468643,0.6941941180831752,0.17204707363767768,0.34608579706497256,False
88,,,-1,0.0251755184913428,0.6625507998601241,0.14148388217708027,0.28924848411485327,False
89,,,-1,0.07574147178503875,0.6748863709538967,0.13717430808153264,0.333208866032807,False
90,,,-1,0.037360127536042585,0.6302544692459575,0.17312439055014223,0.38258457851373157,False
91,,,-1,0.056639616758308114,0.6222452603111432,0.14773449230010766,0.34976557734736946,False
92,,,-1,0.05719285468803384,0.5081875349964792,0.1600220011231731,0.33426239423240556,False
93,,,-1,0.031196069264901996,0.6683715692359413,0.15663316545521117,0.3979581946006007,False
94,,,-1,0.06259247860281399,0.5090378212240048,0.15395503180263098,0.34238724186616076,False
95,,,-1,0.06388094867756788,0.666796796280265,0.1571949602686137,0.373674819812645,False
96,,,-1,0.05469163184689034,0.6749215517471325,0.15226390031323467,0.3787908900717083,False
97,,,-1,0.05845897215689637,0.6108683302756086,0.1496078096203165,0.3477959540570684,False
98,,,-1,0.07394452162946781,0.6244228264335361,0.17679447823812264,0.37948095632023127,False
99,,,-1,0.057847279887836875,0.6104309901602545,0.14929709578257166,0.3491318494355988,False
100,,,-1,0.06615942527063835,0.6592402594725066,0.17212735013981623,0.32484061789538665,False
101,,,-1,0.07967134456205852,0.6184826096748162,0.1705119263190834,0.3483831215916363,False
102,,,-1,0.07691157536220151,0.5771599716250139,0.13814795425037274,0.39352513487592367,False
103,,,-1,0.0799374692517305,0.6620958752726199,0.1782678045982296,0.330911804216894,False
104,,,-1,0.07853715375226794,0.5877789044098559,0.17580598238181738,0.27268971122917135,False
105,,,-1,0.07721118385511384,0.6758752054162149,0.17033279242504637,0.36502970153822845,False
106,-2.9921,0.026755,1.0834778767150572,0.06003374625610847,0.5170645141296694,0.15644852927507152,0.322046220052907,True
107,,,-1,0.05935273304433286,0.5302225545422571,0.15425500512124313,0.31794707754471013,False
108,,,-1,0.06070839567043876,0.6069337834046298,0.15432961680935975,0.3363234473157378,False
109,,,-1,0.07506509357835504,0.6971129309017068,0.17226036487252058,0.35043200693951343,False
110,,,-1,0.05798992187650122,0.6098846530529547,0.14983103760891714,0.3480313086852188,False
111,,,-1,0.06526754466740711,0.6912803774236391,0.1743710116666829,0.2320995178586511,False
112,,,-1,0.07683676411161826,0.6496328680007847,0.16544245606196728,0.3181330095465675,False
113,,,-1,0.06628892802733058,0.6838318504999983,0.17337967493892686,0.3417171695836628,False
114,,,-1,0.06810497366976362,0.6988442784909348,0.15233523038248814,0.31002787557822165,False
115,,,-1,0.06540850581852949,0.6825740776975797,0.17386460234479195,0.3955713297217224,False
116,-2.99122,0.026737,1.0831592174016955,0.05993946564215097,0.5163782752854346,0.15611894218983163,0.321220025366849,True
117,,,-1,0.07242246275978334,0.6669890667450132,0.16332133727591777,0.23749149143447107,False
118,,,-1,0.06536778185809057,0.5988546808065799,0.17246711496474867,0.37471355377146653,False
119,,,-1,0.053818716741717745,0.6943618732678715,0.16297607029332145,0.3359538710670449,False
120,,,-1,0.07538701789111968,0.6577656679124317,0.17350607228152098,0.3151950258594408,False
121,,,-1,0.05461286260526249,0.5887179490111839,0.16445498959228072,0.3896140422415389,False
122,,,-1,0.07464516553664292,0.6976024152543236,0.1720049342975999,0.34848915478139225,False
123,-3.01866,0.026471,1.09309559417288,0.0596498588853642,0.6458374382576493,0.1652018870896883,0.376015180244351,True
124,,,-1,0.031850809308331236,0.6717204938254635,0.1643228253219417,0.39571630771466737,False
125,,,-1,0.047960324712309044,0.6784674098275267,0.1784984055607958,0.37981856037829825,False
126,,,-1,0.045918946519864404,0.6828613455617509,0.14876424693892104,0.3964676267715193,False
127,,,-1,0.07906956150357665,0.6114287126854094,0.1787311441481276,0.3883703358072203,False
128,,,-1,0.07962512234971214,0.5723123248027797,0.1579920128351018,0.3691220070335824,False
129,,,-1,0.07103769256333402,0.6657737818536726,0.17222666334611386,0.39021392347338324,False
130,,,-1,0.0638306585508603,0.5210749247161248,0.17682788289589227,0.39572591461978807,False
131,,,-1,0.04429248095313697,0.6978934068358259,0.15748113029888983,0.3775409573921193,False
132,,,-1,0.07153552662041701,0.5571514646601972,0.15535581784796382,0.38191936871169,False
133,,,-1,0.05966213354860023,0.6464559633179672,0.165311784609456,0.37485062885528436,False
134,,,-1,0.0597455938709697,0.6475955962199427,0.16642867644558407,0.38917541712992526,False
135,,,-1,0.06329126517742,0.5637479024508294,0.17825150410489832,0.30899175419021757,False
136,-2.76643,0.025659,1.0017598684806108,0.026110825680927662,0.649125451231127,0.14295377327195624,0.2986686028757215,True
137,,,-1,0.025784304816086588,0.6617669834662574,0.14161629116348345,0.2918964378874117,False
138,,,-1,0.0756139180757296,0.6996433746674224,0.16756596386991024,0.3531870975242906,False
139,-2.97717,0.026657,1.0780715317735927,0.057365195936012,0.5111129895466684,0.160467450322652,0.33472401768039295,True
140,,,-1,0.055961864427539476,0.6347800639308406,0.17487376628248608,0.3998658574739649,False
141,-3.06598,0.027047,1.110230774523188,0.07055479968158863,0.5721342261330266,0.14489269140207472,0.2698691156090725,True
142,,,-1,0.060192120898549334,0.6507535444428127,0.16020028970150685,0.3738946048227954,False
143,,,-1,0.06115287389972339,0.5112112302771218,0.1566878098036251,0.33039308694750913,False
144,-3.04838,0.026976,1.1038575882559558,0.06793731635638132,0.5726786292691869,0.14507934583407064,0.26037762899445116,True
145,,,-1,0.07775826240824966,0.597509299084576,0.1535743612314515,0.34834817162090215,False
146,,,-1,0.07834285279349765,0.600682100354488,0.1599236762686647,0.3441882906905436,False
147,,,-1,0.06876533684585075,0.5708998755186553,0.14141120622082165,0.27705992600866125,False
148,,,-1,0.061477787803304276,0.5104804720392611,0.15587781248924398,0.33089285432706206,False
149,,,-1,0.07083603010548424,0.5728062735589323,0.14495301786795464,0.27051275085426574,False
150,,,-1,0.074928327325568,0.5455213162731688,0.17563139005865092,0.35170550022700736,False
151,,,-1,0.07823259136960226,0.6995385534592367,0.16331857134360883,0.3801199337301423,False
152,-3.07495,0.026134,1.1134789268423397,0.06977516323094744,0.6225764376701903,0.13704793453880215,0.39917805202092177,True
153,,,-1,0.07690086599104833,0.5005004605669132,0.17861254256147785,0.27641847040677936,False
154,-3.00553,0.026695,1.0883410523723824,0.061399588405836286,0.5239856288959637,0.16115343780149127,0.3346453527831206,True
155,,,-1,0.05788330726405132,0.5017415115741576,0.16066139522557135,0.3451794177147037,False
156,,,-1,0.0702790924566054,0.5714753797314777,0.14483354791021832,0.26923812030274463,False
157,,,-1,0.06745248904467509,0.5703895910943584,0.1497772106511552,0.2578139988063293,False
158,,,-1,0.060881790678778705,0.6389086930897714,0.15057453515282043,0.3860005210088072,False
159,,,-1,0.06784144116770238,0.5718670658423993,0.14528186528234954,0.26130439135071715,False
160,,,-1,0.07605701526965597,0.6988145196888107,0.17507150990018122,0.2711954239755163,False
161,,,-1,0.053567640517737686,0.5162878061403084,0.16636574193936166,0.3257967617305776,False
162,,,-1,0.07972939482567118,0.6862219372916536,0.17816385475926338,0.3696724696663969,False
163,,,-1,0.07472978791391269,0.696575443795268,0.1717821343499552,0.3499223458654559,False
164,,,-1,0.06911241250698807,0.634479022262103,0.15822578693659606,0.3903392937864703,False
165,-2.99495,0.026109,1.0845098983549213,0.057759251917430435,0.6134243242114391,0.14649399057249776,0.3610644275408813,True
166,,,-1,0.06287114732838281,0.5330372524966589,0.11597934712852899,0.21340022422725033,False
167,,,-1,0.025495603527818447,0.661107068500392,0.1425863196341367,0.29342079050446157,False
168,,,-1,0.07089845786082241,0.6906847494007166,0.1554718755606906,0.3445152516720291,False
169,,,-1,0.06402809500800748,0.6624050982761065,0.17060845979951625,0.3325517028759283,False
170,,,-1,0.06424447219073372,0.518074269355511,0.1562408789825988,0.3265623336740757,False
171,,,-1,0.06157318362978599,0.5251012677165645,0.1609401457528426,0.33517556464047293,False
172,,,-1,0.03438092819704662,0.69001513359987,0.16282899772096082,0.3783687889784431,False
173,-3.14026,0.026153,1.137128517473756,0.07891789374513304,0.6736070186386307,0.1157997511133775,0.35785441737604506,True
174,,,-1,0.057737660461421605,0.5098418401360124,0.15947838665741454,0.3349669805951979,False
175,-2.97689,0.026664,1.0779701401738866,0.057624646689037926,0.5071077737802724,0.15897659996811964,0.33458319243383106,True
176,-2.98511,0.02657,1.080946707850969,0.06103892497347743,0.5078603948277248,0.1607204664560123,0.3344444901544324,True
177,-2.76732,0.025654,1.0020821489225331,0.026225930166281865,0.6500647303247555,0.1426795934355769,0.2992815512067023,True
178,,,-1,0.07803246635584214,0.6891803233703828,0.17676045480989722,0.21313604385789783,False
179,,,-1,0.07090480882687863,0.5755495727736742,0.1478380004952456,0.25793081450786437,False
180,,,-1,0.079645993658886,0.5105893663009261,0.17440406393925398,0.3858303046138596,False
181,,,-1,0.05791209905128766,0.6144774621200594,0.14685346759655987,0.36085125381596583,False
182,-2.90857,0.02708,1.0532305898456313,0.04711211486613971,0.6513187368097698,0.16462247501846278,0.23971698008777131,True
183,-3.00275,0.026815,1.0873343786324445,0.06123507160310883,0.5229283463332948,0.16135557560504699,0.3341428728081509,True
184,-3.08888,0.026274,1.1185231589277116,0.07235072036748866,0.6218811763906997,0.13469195644046958,0.3952634299539158,True
185,-3.08738,0.026259,1.1179799896435725,0.07212707795110815,0.6212731223372693,0.1344652814507567,0.3960148884731831,True
186,,,-1,0.04433549439782463,0.5847126036979903,0.17786212217952746,0.2859106692045229,False
187,,,-1,0.0720330313028807,0.6211448038889754,0.13465266979526905,0.3948723469718605,False
188,-3.09258,0.026312,1.1198629764952546,0.0712589379661764,0.6700636140717395,0.14432858159896994,0.39919851534144374,True
189,-3.05816,0.026129,1.1073990519885428,0.06727643327673244,0.648945150478854,0.1302131368111072,0.3928658000384351,True
190,,,-1,0.060356518262989434,0.6176181434159734,0.14520813495605525,0.3537274171522727,False
191,,,-1,0.05691052581739536,0.6608461296858965,0.17863202698961578,0.327320516106709,False
192,,,-1,0.0737697432058478,0.6788082489183618,0.17919154544483518,0.34925601672286977,False
193,-3.05525,0.025971,1.106345303577313,0.0669741543758948,0.6554757730673642,0.1259530232594701,0.39765491085017185,True
194,,,-1,0.07784821546230268,0.684459419177901,0.11666167109121318,0.36831215696598585,False
195,,,-1,0.0657786689754763,0.6431778171954192,0.1332211834477315,0.39833193630176905,False
196,,,-1,0.0670168636727783,0.6491594763847198,0.13057429459680997,0.3924526502980475,False
197,,,-1,0.046761045745751406,0.6504001851100494,0.16474380913558778,0.2394898429514618,False
198,,,-1,0.07876856756159811,0.6723816656446606,0.1159234575793232,0.35731281405199977,False
199,,,-1,0.0598660583647722,0.6611749624030778,0.16547390851502425,0.38127135340114476,False
200,-2.98136,0.026727,1.0795887846406211,0.057986120078863945,0.5204877539818065,0.15828572801250554,0.3110960642456158,True
201,-2.99154,0.026615,1.0832750935156452,0.059756597331736896,0.5177505790124344,0.15614128292421187,0.32173380045109756,True
202,,,-1,0.060479169656715584,0.6118413540096089,0.15097777018219075,0.3432299035963045,False
203,,,-1,0.06327308671927133,0.619051145744264,0.14851059796756924,0.36057563223823486,False
204,,,-1,0.07934139983670428,0.6403130522504753,0.15870900307209745,0.3738442417276839,False
205,,,-1,0.04749168839581751,0.674564297752281,0.1703915575524263,0.38814700037472866,False
206,,,-1,0.07361655882665002,0.664095528840331,0.14686016132875312,0.39956225344285934,False
