9.912126540000000263e-01 8.752099320111472736e-02
9.911159157527982266e-01 8.753483557542164617e-02
9.908257387762005042e-01 8.757829931859989481e-02
9.903422363504886805e-01 8.765674794740888065e-02
9.896655972269944312e-01 8.778443334754830463e-02
9.887960855544150052e-01 8.797290408846453191e-02
9.877340407756934892e-01 8.820919109819296000e-02
9.864798774955062521e-01 8.849553864800834002e-02
9.850340853184070822e-01 8.883459039384786204e-02
9.833972286576957433e-01 8.922832500415943391e-02
9.815699465150778957e-01 8.967784728617939072e-02
9.795529522312114157e-01 9.018263795284579831e-02
9.773470332072290434e-01 9.074344642652167059e-02
9.749530505973501571e-01 9.136997516858827439e-02
9.723719389727008000e-01 9.205751659198356529e-02
9.696047059564720794e-01 9.278145188529510201e-02
9.666524318305611541e-01 9.352949288816853057e-02
9.635162691138471347e-01 9.428599757983674445e-02
9.601974421122664305e-01 9.504601362174375234e-02
9.566972464408640686e-01 9.583695001970241045e-02
9.530170485180079476e-01 9.669780178643162805e-02
9.491582850319602027e-01 9.767799317083067367e-02
9.451224623800195124e-01 9.885780577595172647e-02
9.409111560804470642e-01 1.002354781322193356e-01
9.365260101574114371e-01 1.015668710880370668e-01
9.319687364991888767e-01 1.026479306219900689e-01
9.272411141898695419e-01 1.034864260074855047e-01
9.223449888148330666e-01 1.042124071024160964e-01
9.172822717402632220e-01 1.050705836819314509e-01
9.120549393669810101e-01 1.062801996789844022e-01
9.066650323588919536e-01 1.076937903017042564e-01
9.011146548463432326e-01 1.090901426082323267e-01
8.954059736047075280e-01 1.103606841656297466e-01
8.895412172085087610e-01 1.112936165177757508e-01
8.835226751614239094e-01 1.120703447693931348e-01
8.773526970024991822e-01 1.131561109825795636e-01
8.710336913889281663e-01 1.147205219198679654e-01
8.645681251557520985e-01 1.163374922080692986e-01
8.579585223528490845e-01 1.177497609548474045e-01
8.512074632595858503e-01 1.190640824280676802e-01
8.443175833775204975e-01 1.203683521864656325e-01
8.372915724015455030e-01 1.217462650989086792e-01
8.301321731698757533e-01 1.231146509232623337e-01
8.228421805932901734e-01 1.242871147039878166e-01
8.154244405640442839e-01 1.252801901327490752e-01
8.078818488448823443e-01 1.263302427721704480e-01
8.002173499385776267e-01 1.275591336673061182e-01
7.924339359384491299e-01 1.287410321538057234e-01
7.845346453602968229e-01 1.297999398137896776e-01
7.765225619562158288e-01 1.312115536401871896e-01
7.684008135107516235e-01 1.329218227120779472e-01
7.601725706198626531e-01 1.347002088663769304e-01
7.518410454531743170e-01 1.361579122473212944e-01
7.434094905000001585e-01 1.368735826934480704e-01
7.348811972996237563e-01 1.375760043835027313e-01
7.262594951563379198e-01 1.386772352986933576e-01
7.175477498397370146e-01 1.400227921707959955e-01
7.087493622707784491e-01 1.411091050153007731e-01
6.998677671941182510e-01 1.418267411051816473e-01
6.909064318372445390e-01 1.428111763495002184e-01
6.818688545569284720e-01 1.438867858855582549e-01
6.727585634735248066e-01 1.453921161921960525e-01
6.635791150936511951e-01 1.464837017675778286e-01
6.543340929217877910e-01 1.466557068435301314e-01
6.450271060613356200e-01 1.472967750309137069e-01
6.356617878056836091e-01 1.478251246625785498e-01
6.262417942198296172e-01 1.488605170507341646e-01
6.167708027131147963e-01 1.498323281928557738e-01
6.072525106036231746e-01 1.499707446147648393e-01
5.976906336748092352e-01 1.501216160034362090e-01
5.880889047249190371e-01 1.505120751874521878e-01
5.784510721097670949e-01 1.513912992862892215e-01
5.687808982794401169e-01 1.517691841290717547e-01
5.590821583094992553e-01 1.523688461345470424e-01
5.493586384272528544e-01 1.532451808451353870e-01
5.396141345336762374e-01 1.535362116028332891e-01
5.298524507215550683e-01 1.542364558959817278e-01
5.200773977904303846e-01 1.545840730894757487e-01
5.102927917589257234e-01 1.547137338481193169e-01
5.005024523750364329e-01 1.549722172637197914e-01
4.907102016249636489e-01 1.546568538557917816e-01
4.809198622410743029e-01 1.546206993497989124e-01
4.711352562095695307e-01 1.552150974021244689e-01
4.613602032784449025e-01 1.553840625024450195e-01
4.515985194663237889e-01 1.554359017637522711e-01
4.418540155727472274e-01 1.552935951643927837e-01
4.321304956905008265e-01 1.552585265229637079e-01
4.224317557205597984e-01 1.550727964759205935e-01
4.127615818902329314e-01 1.542968698901179270e-01
4.031237492750809337e-01 1.543584860470921805e-01
3.935220203251909021e-01 1.536413109997183390e-01
3.839601433963770183e-01 1.534341748312964271e-01
3.744418512868850635e-01 1.528045071110768482e-01
3.649708597801703536e-01 1.523774433583144350e-01
3.555508661943164728e-01 1.514225487500039102e-01
3.461855479386643508e-01 1.502762345759051099e-01
3.368785610782123463e-01 1.494673307912457727e-01
3.276335389063487757e-01 1.481673107038001813e-01
3.184540905264752197e-01 1.467717390173799430e-01
3.093437994430714988e-01 1.453667052590097153e-01
3.003062221627555983e-01 1.439806284798089697e-01
2.913448868058818864e-01 1.430327956391677369e-01
2.824632917292216328e-01 1.419939187251543500e-01
2.736649041602631227e-01 1.405881307125906032e-01
2.649531588436621621e-01 1.391617873005963624e-01
2.563314567003761590e-01 1.377349582131086048e-01
2.478031635000000621e-01 1.363082728751308925e-01
2.393716085468257371e-01 1.348724059297032596e-01
2.310400833801374010e-01 1.332196389332114816e-01
2.228118404892484306e-01 1.312226533951159069e-01
2.146900920437840310e-01 1.297367552285340064e-01
2.066780086397032590e-01 1.283184512859951165e-01
1.987787180615509519e-01 1.263832923720102919e-01
1.909953040614223718e-01 1.241711440693561985e-01
1.833308051551176820e-01 1.221763484142969480e-01
1.757882134359556037e-01 1.200460504505056064e-01
1.683704734067098807e-01 1.177654561756560636e-01
1.610804808301242452e-01 1.155717574426930044e-01
1.539210815984545233e-01 1.134223905919697212e-01
1.468950706224795011e-01 1.111770934539395572e-01
1.400051907404141482e-01 1.089535341345694852e-01
1.332541316471510251e-01 1.068238578509994180e-01
1.266445288442479833e-01 1.047309616388107656e-01
1.201789626110719017e-01 1.026354518469386051e-01
1.138599569975007608e-01 1.004551754049980150e-01
1.076899788385760476e-01 9.786857888171804354e-02
1.016714367914913070e-01 9.517058516466361806e-02
9.580668039529249835e-02 9.254671383781670757e-02
9.009799915365679368e-02 8.962959316345853189e-02
8.454762164110810052e-02 8.639471802666269518e-02
7.915771463301898847e-02 8.341829429874944579e-02
7.393038225973688760e-02 8.080219429486387717e-02
6.886766518516693192e-02 7.813323411103037519e-02
6.397153981013055379e-02 7.554505127837604639e-02
5.924391750081112878e-02 7.318643560771122270e-02
5.468664384258850597e-02 7.064156579475505682e-02
5.030149791955307315e-02 6.751189588563059896e-02
4.609019161998061803e-02 6.428543644070282281e-02
4.205436896803975422e-02 6.102889926006017929e-02
3.819560548199205097e-02 5.744564705756075029e-02
3.451540755913591607e-02 5.397172615472235757e-02
3.101521188773368951e-02 5.063549967144270747e-02
2.769638488615293673e-02 4.728022691544505468e-02
2.456022216943885145e-02 4.417650658683217046e-02
2.160794804352796777e-02 4.133488616741817084e-02
1.884071502729927142e-02 3.858860091380638541e-02
1.625960340264987272e-02 3.588378019410515263e-02
1.386562079277104710e-02 3.314562729520820900e-02
1.165970176878865748e-02 3.046297770639531249e-02
9.642707484922130590e-03 2.820450420881642772e-02
7.815425342304336762e-03 2.616979874957670732e-02
6.178568681592850470e-03 2.418507674944968960e-02
4.732776504493884338e-03 2.222647145511617850e-02
3.478613224306538378e-03 2.021284453309717122e-02
2.416568445585067556e-03 1.802831391453399434e-02
1.547056773005687884e-03 1.475841223470835198e-02
8.704176495114103245e-04 9.164187685685320009e-03
3.869152237995168329e-04 4.117856707514375679e-03
9.673824720190256474e-05 1.019912653533525462e-03
0.000000000000000000e+00 0.000000000000000000e+00
9.673824720190256474e-05 -9.768012216421454071e-04
3.869152237995168329e-04 -3.945452510955950627e-03
8.704176495114103245e-04 -8.776433929924739794e-03
1.547056773005687884e-03 -1.406945950642388837e-02
2.416568445585067556e-03 -1.695260275109453790e-02
3.478613224306538378e-03 -1.866518760971580537e-02
4.732776504493884338e-03 -2.012213528142212104e-02
6.178568681592850470e-03 -2.143986276795065149e-02
7.815425342304336762e-03 -2.270012372937507683e-02
9.642707484922130590e-03 -2.392747982899161990e-02
1.165970176878865748e-02 -2.529648922467142569e-02
1.386562079277104710e-02 -2.700841119888788486e-02
1.625960340264987272e-02 -2.869550073176502583e-02
1.884071502729927142e-02 -3.026992540791569389e-02
2.160794804352796777e-02 -3.180755900985551138e-02
2.456022216943885145e-02 -3.336342182123480660e-02
2.769638488615293673e-02 -3.510549931242685356e-02
3.101521188773368951e-02 -3.702453420495756264e-02
3.451540755913591607e-02 -3.885128579022638362e-02
3.819560548199205097e-02 -4.074391876513538957e-02
4.205436896803975422e-02 -4.267555816829446402e-02
4.609019161998061803e-02 -4.421170804989470182e-02
5.030149791955307315e-02 -4.565061626174703180e-02
5.468664384258850597e-02 -4.692723966858729223e-02
5.924391750081112878e-02 -4.755529230676816543e-02
6.397153981013055379e-02 -4.793509842227178241e-02
6.886766518516693192e-02 -4.848430900443556624e-02
7.393038225973688760e-02 -4.905601295550079954e-02
7.915771463301898847e-02 -4.951849806141106480e-02
8.454762164110810052e-02 -5.028691766782171502e-02
9.009799915365679368e-02 -5.126141049469850469e-02
9.580668039529249835e-02 -5.186782072005690497e-02
1.016714367914913070e-01 -5.213273989895724631e-02
1.076899788385760476e-01 -5.242565993627476550e-02
1.138599569975007608e-01 -5.256321244200848342e-02
1.201789626110719017e-01 -5.225265401675667498e-02
1.266445288442479833e-01 -5.181774311307160708e-02
1.332541316471510251e-01 -5.134286057031180184e-02
1.400051907404141482e-01 -5.086964775051309312e-02
1.468950706224795011e-01 -5.045747244921658381e-02
1.539210815984545233e-01 -5.003646856669706489e-02
1.610804808301242452e-01 -4.949125855897233695e-02
1.683704734067098807e-01 -4.896440375671595735e-02
1.757882134359556037e-01 -4.850077273486734508e-02
1.833308051551176820e-01 -4.786548146956714350e-02
1.909953040614223718e-01 -4.707563187438781188e-02
1.987787180615509519e-01 -4.648638408029397151e-02
2.066780086397032590e-01 -4.560569568723732425e-02
2.146900920437840310e-01 -4.419599242944201312e-02
2.228118404892484306e-01 -4.284400374443521342e-02
2.310400833801374010e-01 -4.199548922004341101e-02
2.393716085468257371e-01 -4.079739288806227826e-02
2.478031635000000621e-01 -3.937926403157751554e-02
2.563314567003761590e-01 -3.795103011810786742e-02
2.649531588436621621e-01 -3.652420118799853954e-02
2.736649041602631227e-01 -3.510030563530372461e-02
2.824632917292216328e-01 -3.366140221867322535e-02
2.913448868058818864e-01 -3.186323196813248271e-02
3.003062221627555983e-01 -2.998372452618781880e-02
3.093437994430714988e-01 -2.855419411382387196e-02
3.184540905264752197e-01 -2.715734134111504744e-02
3.276335389063487757e-01 -2.576669392376747247e-02
3.368785610782123463e-01 -2.429806620716706833e-02
3.461855479386643508e-01 -2.235775244789141303e-02
3.555508661943164728e-01 -2.077609144587508339e-02
3.649708597801703536e-01 -1.902601663986171199e-02
3.744418512868850635e-01 -1.677282964139821531e-02
3.839601433963770183e-01 -1.474862598773155065e-02
3.935220203251909021e-01 -1.232987707917292119e-02
4.031237492750809337e-01 -1.045070495266746391e-02
4.127615818902329314e-01 -7.823774389944748719e-03
4.224317557205597984e-01 -6.066856126939398908e-03
4.321304956905008265e-01 -3.753588354085957146e-03
4.418540155727472274e-01 -1.324823215024681367e-03
4.515985194663237889e-01 9.602844249435721347e-04
4.613602032784449025e-01 3.401925340043202017e-03
4.711352562095695307e-01 5.921949770573642358e-03
4.809198622410743029e-01 8.827599146114778472e-03
4.907102016249636489e-01 1.106188697447132996e-02
5.005024523750364329e-01 1.297522117658178598e-02
5.102927917589257234e-01 1.541978743130779927e-02
5.200773977904303846e-01 1.769211224005690086e-02
5.298524507215550683e-01 2.013823694177904744e-02
5.396141345336762374e-01 2.289216084755665848e-02
5.493586384272528544e-01 2.519143839890490566e-02
5.590821583094992553e-01 2.803004852000025304e-02
5.687808982794401169e-01 3.054554217493892637e-02
5.784510721097670949e-01 3.279240844039569419e-02
5.880889047249190371e-01 3.549342280708135677e-02
5.976906336748092352e-01 3.765820523999043046e-02
6.072525106036231746e-01 3.953572148634841577e-02
6.167708027131147963e-01 4.135295682539843337e-02
6.262417942198296172e-01 4.395567645321473566e-02
6.356617878056836091e-01 4.655667350874326954e-02
6.450271060613356200e-01 4.852886945798137730e-02
6.543340929217877910e-01 5.048907199327175299e-02
6.635791150936511951e-01 5.185722074365334278e-02
6.727585634735248066e-01 5.402384747832812695e-02
6.818688545569284720e-01 5.648516703528113497e-02
6.909064318372445390e-01 5.839992230907355836e-02
6.998677671941182510e-01 6.010902107220002927e-02
7.087493622707784491e-01 6.143934753269369303e-02
7.175477498397370146e-01 6.302902910859912999e-02
7.262594951563379198e-01 6.477142147154599239e-02
7.348811972996237563e-01 6.616587417623190359e-02
7.434094905000001585e-01 6.706094869405321290e-02
7.518410454531743170e-01 6.787186682490600753e-02
7.601725706198626531e-01 6.933068935283220879e-02
7.684008135107516235e-01 7.101944905505461203e-02
7.765225619562158288e-01 7.255282874450275088e-02
7.845346453602968229e-01 7.370386591407149246e-02
7.924339359384491299e-01 7.442217141508934708e-02
8.002173499385776267e-01 7.518718314091635269e-02
8.078818488448823443e-01 7.592671560853853086e-02
8.154244405640442839e-01 7.641881593506213988e-02
8.228421805932901734e-01 7.678928052335384780e-02
8.301321731698757533e-01 7.727846052940699761e-02
8.372915724015455030e-01 7.790691807437488681e-02
8.443175833775204975e-01 7.849232202226893995e-02
8.512074632595858503e-01 7.895559385996023249e-02
8.579585223528490845e-01 7.938454059174859800e-02
8.645681251557520985e-01 7.987118280492733202e-02
8.710336913889281663e-01 8.052640517762911510e-02
8.773526970024991822e-01 8.109707511210927089e-02
8.835226751614239094e-01 8.116122594285639369e-02
8.895412172085087610e-01 8.089256612014064651e-02
8.954059736047075280e-01 8.076041499104044674e-02
9.011146548463432326e-01 8.095022322180467356e-02
9.066650323588919536e-01 8.125419894760757544e-02
9.120549393669810101e-01 8.156773019539879932e-02
9.172822717402632220e-01 8.167351128775984792e-02
9.223449888148330666e-01 8.142792454627799381e-02
9.272411141898695419e-01 8.105399403055077445e-02
9.319687364991888767e-01 8.080013595042567776e-02
9.365260101574114371e-01 8.080002634289591701e-02
9.409111560804470642e-01 8.106497399325329756e-02
9.451224623800195124e-01 8.139437147547033680e-02
9.491582850319602027e-01 8.154742723993588238e-02
9.530170485180079476e-01 8.152562253088845023e-02
9.566972464408640686e-01 8.141237107385609906e-02
9.601974421122664305e-01 8.126011314646264250e-02
9.635162691138471347e-01 8.111073840357493903e-02
9.666524318305611541e-01 8.099442403182868788e-02
9.696047059564720794e-01 8.090885456363583472e-02
9.723719389727008000e-01 8.084088892480574551e-02
9.749530505973501571e-01 8.078059960402755868e-02
9.773470332072290434e-01 8.070558401666043380e-02
9.795529522312114157e-01 8.061320251041924345e-02
9.815699465150778957e-01 8.051507358096410272e-02
9.833972286576957433e-01 8.041370744293281636e-02
9.850340853184070822e-01 8.031018729038524873e-02
9.864798774955062521e-01 8.020705930864686917e-02
9.877340407756934892e-01 8.010757993108678920e-02
9.887960855544150052e-01 8.001550474102395172e-02
9.896655972269944312e-01 7.993402216453034115e-02
9.903422363504886805e-01 7.985093786923622150e-02
9.908257387762005042e-01 7.977840440141598100e-02
9.911159157527982266e-01 7.973110581048357959e-02
