0.398945518	0.333566322
0.39543058	0.33706893
0.390158172	0.331777953
0.384885764	0.324729494
0.377855888	0.315917375
0.370826011	0.308862739
0.365553603	0.300056798
0.358523726	0.293002161
0.351493849	0.285947525
0.342706503	0.278886711
0.335676626	0.271832074
0.326889279	0.26477126
0.318101933	0.257710446
0.305799649	0.248879795
0.297012302	0.2400615
0.286467487	0.232994508
0.272407733	0.222400198
0.260105448	0.213569548
0.247803163	0.206496379
0.235500879	0.19942321
0.219683656	0.190580204
0.20913884	0.183513213
0.198594025	0.176446221
0.181019332	0.167597039
0.168717047	0.16052387
0.154657293	0.151687042
0.13884007	0.142844036
0.126537786	0.135770867
0.117750439	0.130467535
0.108963093	0.125164203
0.096660808	0.118091034
0.087873462	0.11103022
0.077328647	0.103963228
0.065026362	0.096890059
0.054481547	0.088065586
0.043936731	0.080998595
0.035149385	0.072180299
0.028119508	0.065125662
0.021089631	0.058071026
0.015817223	0.052780048
0.010544815	0.043974107
0.007029877	0.036931826
0.003514938	0.031647026
0.001757469	0.026368403
0	0.02108978
0	0.017574817
0	0.012302372
0	0.007029927
0	0
0.001757469	-0.005266268
0.007029877	-0.008762699
0.012302285	-0.01225913
0.017574692	-0.013998079
0.024604569	-0.013973369
0.031634446	-0.01394866
0.038664323	-0.01392395
0.0456942	-0.012141759
0.052724077	-0.010359567
0.059753954	-0.008577376
0.066783831	-0.005037702
0.075571178	-0.001491852
0.084358524	0.002053999
0.094903339	0.007363509
0.105448155	0.012673018
0.114235501	0.017976351
0.121265378	0.023273506
0.130052724	0.028576838
0.13884007	0.03388017
0.147627417	0.040940984
0.154657293	0.046238139
0.16168717	0.051535294
0.168717047	0.056832449
0.175746924	0.062129604
0.181019332	0.067420581
0.189806678	0.074481395
0.196836555	0.07977855
0.202108963	0.086827009
0.210896309	0.093887823
0.217926186	0.10094246
0.224956063	0.107997096
0.23198594	0.115051733
0.240773286	0.123870029
0.249560633	0.132688325
0.25659051	0.139742961
0.263620387	0.146797598
0.270650264	0.155609716
0.277680141	0.162664353
0.286467487	0.17324013
0.295254833	0.182058426
0.30228471	0.190870544
0.309314587	0.199682662
0.316344464	0.208494781
0.321616872	0.217300722
0.330404218	0.227876499
0.340949033	0.240215936
0.34973638	0.250791713
0.358523726	0.263124972
0.365553603	0.275452054
0.37258348	0.287779136
0.379613357	0.298348736
0.386643234	0.310675817
0.391915641	0.32123924
